#,Date-Time (CDT/CST),Temperature   (°C),Light   (lux),Host Connected,End of File
1,08/06/2025 14:00:00,60.14,65884.16,,
2,08/06/2025 14:05:00,53.49,14914.56,,
3,08/06/2025 14:10:00,48.60,13696.00,,
4,08/06/2025 14:15:00,45.77,13542.40,,
5,08/06/2025 14:20:00,44.14,13967.36,,
6,08/06/2025 14:25:00,44.66,19671.04,,
7,08/06/2025 14:30:00,50.06,69263.36,,
8,08/06/2025 14:35:00,54.27,69304.32,,
9,08/06/2025 14:40:00,56.88,68055.04,,
10,08/06/2025 14:45:00,58.56,70983.68,,
11,08/06/2025 14:50:00,59.59,68894.72,,
12,08/06/2025 14:55:00,60.10,70389.76,,
13,08/06/2025 15:00:00,60.36,65433.60,,
14,08/06/2025 15:05:00,59.33,49950.72,,
15,08/06/2025 15:10:00,52.64,17003.52,,
16,08/06/2025 15:15:00,54.87,66867.20,,
17,08/06/2025 15:20:00,56.93,64450.56,,
18,08/06/2025 15:25:00,58.08,64245.76,,
19,08/06/2025 15:30:00,59.03,66109.44,,
20,08/06/2025 15:35:00,59.67,65638.40,,
21,08/06/2025 15:40:00,59.93,61460.48,,
22,08/06/2025 15:45:00,59.80,60702.72,,
23,08/06/2025 15:50:00,59.71,61501.44,,
24,08/06/2025 15:55:00,58.81,52592.64,,
25,08/06/2025 16:00:00,55.85,16793.60,,
26,08/06/2025 16:05:00,50.49,12733.44,,
27,08/06/2025 16:10:00,47.32,11514.88,,
28,08/06/2025 16:15:00,45.39,10967.04,,
29,08/06/2025 16:20:00,44.01,10757.12,,
30,08/06/2025 16:25:00,43.28,10593.28,,
31,08/06/2025 16:30:00,42.64,10567.68,,
32,08/06/2025 16:35:00,42.47,10900.48,,
33,08/06/2025 16:40:00,45.34,41656.32,,
34,08/06/2025 16:45:00,44.83,14100.48,,
35,08/06/2025 16:50:00,48.90,46120.96,,
36,08/06/2025 16:55:00,51.22,38164.48,,
37,08/06/2025 17:00:00,50.10,13445.12,,
38,08/06/2025 17:05:00,47.49,10890.24,,
39,08/06/2025 17:10:00,45.34,10490.88,,
40,08/06/2025 17:15:00,43.71,10452.48,,
41,08/06/2025 17:20:00,45.39,38809.60,,
42,08/06/2025 17:25:00,47.32,22159.36,,
43,08/06/2025 17:30:00,46.46,20075.52,,
44,08/06/2025 17:35:00,48.43,34385.92,,
45,08/06/2025 17:40:00,46.59,10808.32,,
46,08/06/2025 17:45:00,48.13,31907.84,,
47,08/06/2025 17:50:00,49.12,31651.84,,
48,08/06/2025 17:55:00,49.50,29040.64,,
49,08/06/2025 18:00:00,45.69,8506.88,,
50,08/06/2025 18:05:00,43.07,13158.40,,
51,08/06/2025 18:10:00,44.74,24330.24,,
52,08/06/2025 18:15:00,43.46,23500.80,,
53,08/06/2025 18:20:00,43.63,11110.40,,
54,08/06/2025 18:25:00,40.75,6545.92,,
55,08/06/2025 18:30:00,38.91,6330.88,,
56,08/06/2025 18:35:00,37.62,6312.96,,
57,08/06/2025 18:40:00,36.89,5736.96,,
58,08/06/2025 18:45:00,37.11,12042.24,,
59,08/06/2025 18:50:00,36.42,4971.52,,
60,08/06/2025 18:55:00,35.56,4550.40,,
61,08/06/2025 19:00:00,35.09,6566.40,,
62,08/06/2025 19:05:00,34.57,4583.68,,
63,08/06/2025 19:10:00,34.02,3718.40,,
64,08/06/2025 19:15:00,33.46,3383.04,,
65,08/06/2025 19:20:00,33.03,3100.16,,
66,08/06/2025 19:25:00,32.64,2885.12,,
67,08/06/2025 19:30:00,32.22,2722.56,,
68,08/06/2025 19:35:00,32.04,2471.04,,
69,08/06/2025 19:40:00,31.74,2263.68,,
70,08/06/2025 19:45:00,31.53,2115.20,,
71,08/06/2025 19:50:00,31.27,1869.44,,
72,08/06/2025 19:55:00,31.06,1728.64,,
73,08/06/2025 20:00:00,30.80,1522.56,,
74,08/06/2025 20:05:00,30.59,1352.96,,
75,08/06/2025 20:10:00,30.37,1177.60,,
76,08/06/2025 20:15:00,30.11,987.52,,
77,08/06/2025 20:20:00,29.86,800.96,,
78,08/06/2025 20:25:00,29.77,551.68,,
79,08/06/2025 20:30:00,29.51,362.40,,
80,08/06/2025 20:35:00,29.30,243.60,,
81,08/06/2025 20:40:00,29.04,155.04,,
82,08/06/2025 20:45:00,28.87,92.64,,
83,08/06/2025 20:50:00,28.70,47.56,,
84,08/06/2025 20:55:00,28.53,19.47,,
85,08/06/2025 21:00:00,28.27,6.55,,
86,08/06/2025 21:05:00,28.18,2.03,,
87,08/06/2025 21:10:00,28.05,0.40,,
88,08/06/2025 21:15:00,27.93,0.00,,
89,08/06/2025 21:20:00,27.84,0.00,,
90,08/06/2025 21:25:00,27.75,0.00,,
91,08/06/2025 21:30:00,27.67,0.00,,
92,08/06/2025 21:35:00,27.67,0.00,,
93,08/06/2025 21:40:00,27.54,0.00,,
94,08/06/2025 21:45:00,27.45,0.00,,
95,08/06/2025 21:50:00,27.37,0.00,,
96,08/06/2025 21:55:00,27.32,0.00,,
97,08/06/2025 22:00:00,27.32,0.00,,
98,08/06/2025 22:05:00,27.28,0.00,,
99,08/06/2025 22:10:00,27.15,0.00,,
100,08/06/2025 22:15:00,27.24,0.00,,
101,08/06/2025 22:20:00,27.20,0.00,,
102,08/06/2025 22:25:00,27.15,0.00,,
103,08/06/2025 22:30:00,27.15,0.00,,
104,08/06/2025 22:35:00,27.15,0.00,,
105,08/06/2025 22:40:00,27.15,0.00,,
106,08/06/2025 22:45:00,27.02,0.00,,
107,08/06/2025 22:50:00,26.98,0.00,,
108,08/06/2025 22:55:00,26.90,0.00,,
109,08/06/2025 23:00:00,26.81,0.00,,
110,08/06/2025 23:05:00,26.77,0.00,,
111,08/06/2025 23:10:00,26.64,0.00,,
112,08/06/2025 23:15:00,26.60,0.00,,
113,08/06/2025 23:20:00,26.42,0.00,,
114,08/06/2025 23:25:00,26.42,0.00,,
115,08/06/2025 23:30:00,26.34,0.00,,
116,08/06/2025 23:35:00,26.25,0.00,,
117,08/06/2025 23:40:00,26.21,0.00,,
118,08/06/2025 23:45:00,26.08,0.00,,
119,08/06/2025 23:50:00,25.91,0.00,,
120,08/06/2025 23:55:00,25.91,0.00,,
121,08/07/2025 00:00:00,25.78,0.00,,
122,08/07/2025 00:05:00,25.82,0.00,,
123,08/07/2025 00:10:00,25.78,0.00,,
124,08/07/2025 00:15:00,25.78,0.00,,
125,08/07/2025 00:20:00,25.74,0.00,,
126,08/07/2025 00:25:00,25.74,0.00,,
127,08/07/2025 00:30:00,25.69,0.00,,
128,08/07/2025 00:35:00,25.78,0.00,,
129,08/07/2025 00:40:00,25.82,0.00,,
130,08/07/2025 00:45:00,25.69,0.00,,
131,08/07/2025 00:50:00,25.65,0.00,,
132,08/07/2025 00:55:00,25.52,0.00,,
133,08/07/2025 01:00:00,25.52,0.00,,
134,08/07/2025 01:05:00,25.48,0.00,,
135,08/07/2025 01:10:00,25.48,0.00,,
136,08/07/2025 01:15:00,25.44,0.00,,
137,08/07/2025 01:20:00,25.31,0.00,,
138,08/07/2025 01:25:00,25.27,0.00,,
139,08/07/2025 01:30:00,25.27,0.00,,
140,08/07/2025 01:35:00,25.22,0.00,,
141,08/07/2025 01:40:00,25.22,0.00,,
142,08/07/2025 01:45:00,25.18,0.00,,
143,08/07/2025 01:50:00,25.05,0.00,,
144,08/07/2025 01:55:00,24.97,0.00,,
145,08/07/2025 02:00:00,24.92,0.00,,
146,08/07/2025 02:05:00,24.88,0.00,,
147,08/07/2025 02:10:00,24.88,0.00,,
148,08/07/2025 02:15:00,24.88,0.00,,
149,08/07/2025 02:20:00,24.79,0.00,,
150,08/07/2025 02:25:00,24.62,0.00,,
151,08/07/2025 02:30:00,24.58,0.00,,
152,08/07/2025 02:35:00,24.58,0.00,,
153,08/07/2025 02:40:00,24.54,0.00,,
154,08/07/2025 02:45:00,24.49,0.00,,
155,08/07/2025 02:50:00,24.41,0.00,,
156,08/07/2025 02:55:00,24.28,0.00,,
157,08/07/2025 03:00:00,24.32,0.00,,
158,08/07/2025 03:05:00,24.32,0.00,,
159,08/07/2025 03:10:00,24.24,0.00,,
160,08/07/2025 03:15:00,24.19,0.00,,
161,08/07/2025 03:20:00,24.15,0.00,,
162,08/07/2025 03:25:00,24.11,0.00,,
163,08/07/2025 03:30:00,24.02,0.00,,
164,08/07/2025 03:35:00,23.98,0.00,,
165,08/07/2025 03:40:00,23.98,0.00,,
166,08/07/2025 03:45:00,23.98,0.00,,
167,08/07/2025 03:50:00,23.94,0.00,,
168,08/07/2025 03:55:00,23.85,0.00,,
169,08/07/2025 04:00:00,23.81,0.00,,
170,08/07/2025 04:05:00,23.76,0.00,,
171,08/07/2025 04:10:00,23.72,0.00,,
172,08/07/2025 04:15:00,23.68,0.00,,
173,08/07/2025 04:20:00,23.68,0.00,,
174,08/07/2025 04:25:00,23.72,0.00,,
175,08/07/2025 04:30:00,23.72,0.00,,
176,08/07/2025 04:35:00,23.68,0.00,,
177,08/07/2025 04:40:00,23.68,0.00,,
178,08/07/2025 04:45:00,23.68,0.00,,
179,08/07/2025 04:50:00,23.64,0.00,,
180,08/07/2025 04:55:00,23.46,0.00,,
181,08/07/2025 05:00:00,23.42,0.00,,
182,08/07/2025 05:05:00,23.34,0.00,,
183,08/07/2025 05:10:00,23.29,0.00,,
184,08/07/2025 05:15:00,23.21,0.00,,
185,08/07/2025 05:20:00,23.12,0.00,,
186,08/07/2025 05:25:00,23.08,0.00,,
187,08/07/2025 05:30:00,23.03,0.00,,
188,08/07/2025 05:35:00,22.99,0.00,,
189,08/07/2025 05:40:00,22.91,0.00,,
190,08/07/2025 05:45:00,22.78,0.00,,
191,08/07/2025 05:50:00,22.78,0.00,,
192,08/07/2025 05:55:00,22.69,0.00,,
193,08/07/2025 06:00:00,22.65,0.00,,
194,08/07/2025 06:05:00,22.61,0.00,,
195,08/07/2025 06:10:00,22.56,0.00,,
196,08/07/2025 06:15:00,22.52,0.00,,
197,08/07/2025 06:20:00,22.48,0.00,,
198,08/07/2025 06:25:00,22.43,0.00,,
199,08/07/2025 06:30:00,22.39,0.00,,
200,08/07/2025 06:35:00,22.39,0.00,,
201,08/07/2025 06:40:00,22.31,1.22,,
202,08/07/2025 06:45:00,22.22,4.89,,
203,08/07/2025 06:50:00,22.13,15.14,,
204,08/07/2025 06:55:00,22.18,38.99,,
205,08/07/2025 07:00:00,22.13,84.52,,
206,08/07/2025 07:05:00,22.09,159.12,,
207,08/07/2025 07:10:00,22.09,260.16,,
208,08/07/2025 07:15:00,22.13,389.76,,
209,08/07/2025 07:20:00,22.13,554.56,,
210,08/07/2025 07:25:00,22.18,748.16,,
211,08/07/2025 07:30:00,22.31,943.68,,
212,08/07/2025 07:35:00,22.39,1147.52,,
213,08/07/2025 07:40:00,22.48,1365.76,,
214,08/07/2025 07:45:00,22.56,1582.08,,
215,08/07/2025 07:50:00,22.78,1805.44,,
216,08/07/2025 07:55:00,22.91,2030.72,,
217,08/07/2025 08:00:00,23.21,2280.32,,
218,08/07/2025 08:05:00,23.34,2520.32,,
219,08/07/2025 08:10:00,23.55,2762.24,,
220,08/07/2025 08:15:00,23.76,2973.44,,
221,08/07/2025 08:20:00,24.06,3112.96,,
222,08/07/2025 08:25:00,24.24,3287.04,,
223,08/07/2025 08:30:00,24.45,3552.00,,
224,08/07/2025 08:35:00,24.71,3823.36,,
225,08/07/2025 08:40:00,25.01,4198.40,,
226,08/07/2025 08:45:00,25.31,4436.48,,
227,08/07/2025 08:50:00,25.74,4838.40,,
228,08/07/2025 08:55:00,26.12,5701.12,,
229,08/07/2025 09:00:00,26.64,6592.00,,
230,08/07/2025 09:05:00,27.11,6161.92,,
231,08/07/2025 09:10:00,27.54,6343.68,,
232,08/07/2025 09:15:00,28.10,7116.80,,
233,08/07/2025 09:20:00,28.53,7744.00,,
234,08/07/2025 09:25:00,28.83,8330.24,,
235,08/07/2025 09:30:00,29.30,9108.48,,
236,08/07/2025 09:35:00,29.73,10170.88,,
237,08/07/2025 09:40:00,31.83,23941.12,,
238,08/07/2025 09:45:00,34.10,22999.04,,
239,08/07/2025 09:50:00,35.39,24463.36,,
240,08/07/2025 09:55:00,33.89,12508.16,,
241,08/07/2025 10:00:00,36.89,37785.60,,
242,08/07/2025 10:05:00,35.00,28508.16,,
243,08/07/2025 10:10:00,38.82,42393.60,,
244,08/07/2025 10:15:00,41.22,42475.52,,
245,08/07/2025 10:20:00,42.98,43151.36,,
246,08/07/2025 10:25:00,40.67,13711.36,,
247,08/07/2025 10:30:00,42.64,46243.84,,
248,08/07/2025 10:35:00,44.74,43315.20,,
249,08/07/2025 10:40:00,45.26,42598.40,,
250,08/07/2025 10:45:00,46.89,48906.24,,
251,08/07/2025 10:50:00,47.32,32778.24,,
252,08/07/2025 10:55:00,43.71,36055.04,,
253,08/07/2025 11:00:00,46.89,50933.76,,
254,08/07/2025 11:05:00,48.00,45240.32,,
255,08/07/2025 11:10:00,46.20,21544.96,,
256,08/07/2025 11:15:00,43.97,20536.32,,
257,08/07/2025 11:20:00,44.18,45957.12,,
258,08/07/2025 11:25:00,45.99,47656.96,,
259,08/07/2025 11:30:00,42.38,15252.48,,
260,08/07/2025 11:35:00,42.68,27248.64,,
261,08/07/2025 11:40:00,43.33,19645.44,,
262,08/07/2025 11:45:00,42.00,12165.12,,
263,08/07/2025 11:50:00,40.45,11535.36,,
264,08/07/2025 11:55:00,39.47,11392.00,,
265,08/07/2025 12:00:00,38.65,11381.76,,
266,08/07/2025 12:05:00,38.39,11545.60,,
267,08/07/2025 12:10:00,38.22,11960.32,,
268,08/07/2025 12:15:00,38.35,12687.36,,
269,08/07/2025 12:20:00,39.59,35450.88,,
270,08/07/2025 12:25:00,42.51,41574.40,,
271,08/07/2025 12:30:00,41.18,19727.36,,
272,08/07/2025 12:35:00,43.84,30781.44,,
273,08/07/2025 12:40:00,47.62,45936.64,,
274,08/07/2025 12:45:00,49.29,51712.00,,
275,08/07/2025 12:50:00,51.26,56176.64,,
276,08/07/2025 12:55:00,53.15,62238.72,,
277,08/07/2025 13:00:00,55.34,65392.64,,
278,08/07/2025 13:05:00,56.75,66396.16,,
279,08/07/2025 13:10:00,54.74,17669.12,,
280,08/07/2025 13:15:00,51.31,45240.32,,
281,08/07/2025 13:20:00,55.00,69672.96,,
282,08/07/2025 13:25:00,57.53,69181.44,,
283,08/07/2025 13:30:00,59.16,72151.04,,
284,08/07/2025 13:35:00,60.57,70103.04,,
285,08/07/2025 13:40:00,61.43,70615.04,,
286,08/07/2025 13:45:00,61.82,71434.24,,
287,08/07/2025 13:50:00,62.12,69918.72,,
288,08/07/2025 13:55:00,62.33,70430.72,,
289,08/07/2025 14:00:00,62.37,70062.08,,
290,08/07/2025 14:05:00,62.16,70696.96,,
291,08/07/2025 14:10:00,58.17,14208.00,,
292,08/07/2025 14:15:00,52.08,12154.88,,
293,08/07/2025 14:20:00,48.43,11745.28,,
294,08/07/2025 14:25:00,45.77,11156.48,,
295,08/07/2025 14:30:00,43.88,1763.20,,
296,08/07/2025 14:35:00,43.58,2791.68,,
297,08/07/2025 14:40:00,43.71,2814.72,,
298,08/07/2025 14:45:00,43.67,2528.00,,
299,08/07/2025 14:50:00,43.28,2508.80,,
300,08/07/2025 14:55:00,42.68,2045.44,,
301,08/07/2025 15:00:00,42.08,1900.16,,
302,08/07/2025 15:05:00,41.91,1932.80,,
303,08/07/2025 15:10:00,41.95,2346.88,,
304,08/07/2025 15:15:00,42.13,3203.84,,
305,08/07/2025 15:20:00,42.38,1911.68,,
306,08/07/2025 15:25:00,42.00,1766.40,,
307,08/07/2025 15:30:00,42.08,4335.36,,
308,08/07/2025 15:35:00,41.70,1619.84,,
309,08/07/2025 15:40:00,41.27,1609.60,,
310,08/07/2025 15:45:00,40.75,1588.48,,
311,08/07/2025 15:50:00,40.58,1583.36,,
312,08/07/2025 15:55:00,40.80,1615.36,,
313,08/07/2025 16:00:00,40.84,1764.48,,
314,08/07/2025 16:05:00,40.80,1813.76,,
315,08/07/2025 16:10:00,41.01,1896.96,,
316,08/07/2025 16:15:00,41.10,2060.16,,
317,08/07/2025 16:20:00,41.35,2901.76,,
318,08/07/2025 16:25:00,41.48,1985.28,,
319,08/07/2025 16:30:00,41.52,9239.04,,
320,08/07/2025 16:35:00,42.34,9290.24,,
321,08/07/2025 16:40:00,42.77,8606.72,,
322,08/07/2025 16:45:00,43.11,9676.80,,
323,08/07/2025 16:50:00,43.41,9799.68,,
324,08/07/2025 16:55:00,43.33,4775.68,,
325,08/07/2025 17:00:00,42.21,4097.28,,
326,08/07/2025 17:05:00,41.52,1934.72,,
327,08/07/2025 17:10:00,40.58,1420.80,,
328,08/07/2025 17:15:00,39.89,1335.04,,
329,08/07/2025 17:20:00,39.38,1307.20,,
330,08/07/2025 17:25:00,39.12,1279.68,,
331,08/07/2025 17:30:00,38.74,1357.44,,
332,08/07/2025 17:35:00,39.42,7900.16,,
333,08/07/2025 17:40:00,39.38,1272.32,,
334,08/07/2025 17:45:00,38.86,1218.56,,
335,08/07/2025 17:50:00,38.44,1146.56,,
336,08/07/2025 17:55:00,38.14,1222.40,,
337,08/07/2025 18:00:00,37.66,1101.76,,
338,08/07/2025 18:05:00,37.36,3520.00,,
339,08/07/2025 18:10:00,37.28,1466.88,,
340,08/07/2025 18:15:00,36.46,979.52,,
341,08/07/2025 18:20:00,36.03,1376.64,,
342,08/07/2025 18:25:00,35.73,2019.20,,
343,08/07/2025 18:30:00,35.26,783.68,,
344,08/07/2025 18:35:00,34.83,727.04,,
345,08/07/2025 18:40:00,34.32,749.76,,
346,08/07/2025 18:45:00,33.93,718.08,,
347,08/07/2025 18:50:00,33.55,599.04,,
348,08/07/2025 18:55:00,33.12,566.72,,
349,08/07/2025 19:00:00,32.90,501.92,,
350,08/07/2025 19:05:00,32.64,466.08,,
351,08/07/2025 19:10:00,32.39,436.48,,
352,08/07/2025 19:15:00,32.00,410.24,,
353,08/07/2025 19:20:00,31.61,382.40,,
354,08/07/2025 19:25:00,31.27,353.44,,
355,08/07/2025 19:30:00,31.06,326.64,,
356,08/07/2025 19:35:00,30.71,299.52,,
357,08/07/2025 19:40:00,30.37,275.68,,
358,08/07/2025 19:45:00,30.20,254.24,,
359,08/07/2025 19:50:00,30.16,225.68,,
360,08/07/2025 19:55:00,29.90,205.12,,
361,08/07/2025 20:00:00,29.60,179.60,,
362,08/07/2025 20:05:00,29.51,159.12,,
363,08/07/2025 20:10:00,29.38,136.20,,
364,08/07/2025 20:15:00,29.21,114.08,,
365,08/07/2025 20:20:00,29.08,93.48,,
366,08/07/2025 20:25:00,28.95,73.00,,
367,08/07/2025 20:30:00,28.74,53.68,,
368,08/07/2025 20:35:00,28.61,35.68,,
369,08/07/2025 20:40:00,28.48,20.92,,
370,08/07/2025 20:45:00,28.31,10.85,,
371,08/07/2025 20:50:00,28.23,4.89,,
372,08/07/2025 20:55:00,28.05,1.63,,
373,08/07/2025 21:00:00,28.01,0.20,,
374,08/07/2025 21:05:00,27.84,0.00,,
375,08/07/2025 21:10:00,27.67,0.00,,
376,08/07/2025 21:15:00,27.58,0.00,,
377,08/07/2025 21:20:00,27.50,0.00,,
378,08/07/2025 21:25:00,27.37,0.00,,
379,08/07/2025 21:30:00,27.24,0.00,,
380,08/07/2025 21:35:00,27.20,0.00,,
381,08/07/2025 21:40:00,27.15,0.00,,
382,08/07/2025 21:45:00,27.15,0.00,,
383,08/07/2025 21:50:00,27.07,0.00,,
384,08/07/2025 21:55:00,27.02,0.00,,
385,08/07/2025 22:00:00,26.85,0.00,,
386,08/07/2025 22:05:00,26.90,0.00,,
387,08/07/2025 22:10:00,26.85,0.00,,
388,08/07/2025 22:15:00,26.77,0.00,,
389,08/07/2025 22:20:00,26.72,0.00,,
390,08/07/2025 22:25:00,26.72,0.00,,
391,08/07/2025 22:30:00,26.64,0.00,,
392,08/07/2025 22:35:00,26.60,0.00,,
393,08/07/2025 22:40:00,26.60,0.00,,
394,08/07/2025 22:45:00,26.55,0.00,,
395,08/07/2025 22:50:00,26.42,0.00,,
396,08/07/2025 22:55:00,26.34,0.00,,
397,08/07/2025 23:00:00,26.38,0.00,,
398,08/07/2025 23:05:00,26.30,0.00,,
399,08/07/2025 23:10:00,26.25,0.00,,
400,08/07/2025 23:15:00,26.25,0.00,,
401,08/07/2025 23:20:00,26.21,0.00,,
402,08/07/2025 23:25:00,26.17,0.00,,
403,08/07/2025 23:30:00,26.12,0.00,,
404,08/07/2025 23:35:00,26.12,0.00,,
405,08/07/2025 23:40:00,26.08,0.00,,
406,08/07/2025 23:45:00,26.04,0.00,,
407,08/07/2025 23:50:00,25.95,0.00,,
408,08/07/2025 23:55:00,25.99,0.00,,
409,08/08/2025 00:00:00,25.87,0.00,,
410,08/08/2025 00:05:00,25.82,0.00,,
411,08/08/2025 00:10:00,25.82,0.00,,
412,08/08/2025 00:15:00,25.78,0.00,,
413,08/08/2025 00:20:00,25.78,0.00,,
414,08/08/2025 00:25:00,25.65,0.00,,
415,08/08/2025 00:30:00,25.65,0.00,,
416,08/08/2025 00:35:00,25.61,0.00,,
417,08/08/2025 00:40:00,25.52,0.00,,
418,08/08/2025 00:45:00,25.57,0.00,,
419,08/08/2025 00:50:00,25.52,0.00,,
420,08/08/2025 00:55:00,25.52,0.00,,
421,08/08/2025 01:00:00,25.48,0.00,,
422,08/08/2025 01:05:00,25.52,0.00,,
423,08/08/2025 01:10:00,25.39,0.00,,
424,08/08/2025 01:15:00,25.48,0.00,,
425,08/08/2025 01:20:00,25.35,0.00,,
426,08/08/2025 01:25:00,25.35,0.00,,
427,08/08/2025 01:30:00,25.35,0.00,,
428,08/08/2025 01:35:00,25.35,0.00,,
429,08/08/2025 01:40:00,25.31,0.00,,
430,08/08/2025 01:45:00,25.31,0.00,,
431,08/08/2025 01:50:00,25.31,0.00,,
432,08/08/2025 01:55:00,25.22,0.00,,
433,08/08/2025 02:00:00,25.18,0.00,,
434,08/08/2025 02:05:00,25.14,0.00,,
435,08/08/2025 02:10:00,25.09,0.00,,
436,08/08/2025 02:15:00,25.01,0.00,,
437,08/08/2025 02:20:00,24.97,0.00,,
438,08/08/2025 02:25:00,24.92,0.00,,
439,08/08/2025 02:30:00,24.88,0.00,,
440,08/08/2025 02:35:00,24.84,0.00,,
441,08/08/2025 02:40:00,24.88,0.00,,
442,08/08/2025 02:45:00,24.84,0.00,,
443,08/08/2025 02:50:00,24.79,0.00,,
444,08/08/2025 02:55:00,24.79,0.00,,
445,08/08/2025 03:00:00,24.71,0.00,,
446,08/08/2025 03:05:00,24.75,0.00,,
447,08/08/2025 03:10:00,24.71,0.00,,
448,08/08/2025 03:15:00,24.62,0.00,,
449,08/08/2025 03:20:00,24.54,0.00,,
450,08/08/2025 03:25:00,24.36,0.00,,
451,08/08/2025 03:30:00,24.24,0.00,,
452,08/08/2025 03:35:00,24.06,0.00,,
453,08/08/2025 03:40:00,23.98,0.00,,
454,08/08/2025 03:45:00,23.72,0.00,,
455,08/08/2025 03:50:00,23.59,0.00,,
456,08/08/2025 03:55:00,23.51,0.00,,
457,08/08/2025 04:00:00,23.38,0.00,,
458,08/08/2025 04:05:00,23.29,0.00,,
459,08/08/2025 04:10:00,23.16,0.00,,
460,08/08/2025 04:15:00,23.03,0.00,,
461,08/08/2025 04:20:00,22.99,0.00,,
462,08/08/2025 04:25:00,22.86,0.00,,
463,08/08/2025 04:30:00,22.86,0.00,,
464,08/08/2025 04:35:00,22.78,0.00,,
465,08/08/2025 04:40:00,22.82,0.00,,
466,08/08/2025 04:45:00,22.82,0.00,,
467,08/08/2025 04:50:00,22.82,0.00,,
468,08/08/2025 04:55:00,22.82,0.00,,
469,08/08/2025 05:00:00,22.82,0.00,,
470,08/08/2025 05:05:00,22.78,0.00,,
471,08/08/2025 05:10:00,22.78,0.00,,
472,08/08/2025 05:15:00,22.69,0.00,,
473,08/08/2025 05:20:00,22.69,0.00,,
474,08/08/2025 05:25:00,22.73,0.00,,
475,08/08/2025 05:30:00,22.65,0.00,,
476,08/08/2025 05:35:00,22.56,0.00,,
477,08/08/2025 05:40:00,22.52,0.00,,
478,08/08/2025 05:45:00,22.43,0.00,,
479,08/08/2025 05:50:00,22.39,0.00,,
480,08/08/2025 05:55:00,22.35,0.00,,
481,08/08/2025 06:00:00,22.31,0.00,,
482,08/08/2025 06:05:00,22.26,0.00,,
