SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
19,13:28:04,2025-10-11,g34p_light_v2,mrk,,58,66218,,0.096100,2.922711,0.093041,2.864609,1.803558,1.731975,4.493300,2.689742,19.135784,19.926672,49.644382,0.441786,7.500000,PSF-00438_20251011132804_b5d,0.000000,0.000000,0.000000,116.062042,151.227051,0.232531,0.5,0.80,32.501942,1.000000,43.81,42.07,29.40,30.93,30.93,90.51,156.8,-18.3,111.7,349,3.818,13:04:41,2025-10-11,0.11,1,0.005,0.017,-9999.000,-0.442,-1.209,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,150.704025,25,-0.595082,149.835709,150.376389,-0.540680,2.455938,2.472230,1.656551,0.569037,0.228973,0.018407,0.517547,0.421643,116.062042,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011132804_b5d,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
20,13:29:35,2025-10-11,g34p_light_v2,mrk,,64,42773,,0.019120,2.921234,0.018996,0.434415,1.733931,1.723053,3.741260,2.007330,19.036371,19.156544,41.333611,0.441786,7.500000,PSF-00438_20251011132935_a74,0.000000,0.000000,0.000000,129.901535,493.093842,0.736558,0.5,0.80,52.537560,1.000000,42.23,41.97,29.36,27.76,27.76,90.51,156.6,150.9,3.6,178,3.815,13:28:17,2025-10-11,0.15,1,0.009,0.001,-0.002,50.589,25.034,12.178,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,487.755432,25,-3.499409,490.509521,488.091461,2.418060,2.455812,2.470057,1.655003,0.923400,0.229405,-0.018585,0.521804,0.267713,129.901535,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011132935_a74,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
21,13:31:13,2025-10-11,g34p_light_v2,mrk,,63,68626,,0.103097,2.922163,0.099584,1.625559,1.760213,1.719557,3.197120,1.436907,18.999472,19.448687,35.325142,0.441786,7.500000,PSF-00438_20251011133113_fe9,0.000000,0.000000,0.000000,135.319946,499.208435,0.728931,0.5,0.80,20.848272,1.000000,43.06,42.06,29.28,25.09,25.09,90.51,156.8,157.2,-0.3,72,3.782,13:28:17,2025-10-11,0.15,1,-0.069,0.047,-9999.000,67.697,100.755,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,499.208435,25,2.653718,499.034637,503.001892,-3.967255,2.455954,2.471191,1.655975,0.939240,0.230077,-0.048248,0.526203,0.171623,135.319946,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011133113_fe9,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
22,13:33:34,2025-10-11,g34p_light_v2,mrk,,47,43768,,0.126971,2.921792,0.121683,2.215226,1.771605,1.716192,3.372415,1.600810,18.962452,19.574718,37.262291,0.441786,7.500000,PSF-00438_20251011133334_9d0,0.000000,0.000000,0.000000,191.196793,554.311035,0.655073,0.5,0.80,26.469717,1.000000,43.60,42.24,29.18,25.99,25.99,90.50,156.7,157.3,-0.4,101,3.806,13:28:17,2025-10-11,0.15,1,0.012,-9999.000,-9999.000,-0.800,-9999.000,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,554.311035,25,-0.823819,550.693298,553.133423,-2.440125,2.456215,2.471955,1.655587,0.939648,0.231046,-0.036787,0.531963,0.198174,191.196793,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011133334_9d0,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
23,13:35:36,2025-10-11,g34p_light_v2,mrk,,38,70913,,0.025398,2.921279,0.025179,0.619796,1.746136,1.730618,3.904807,2.158671,19.118467,19.289892,43.137150,0.441786,7.500000,PSF-00438_20251011133536_7b5,0.000000,0.000000,0.000000,136.602051,473.775513,0.711673,0.5,0.80,23.903414,1.000000,43.18,42.79,29.10,28.49,28.49,90.52,156.6,157.6,-0.6,84,3.808,13:28:17,2025-10-11,0.15,1,-0.029,0.034,0.025,133.992,67.102,33.305,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,466.670044,25,-4.902818,468.424561,466.766968,1.657593,2.456976,2.471394,1.655050,0.940274,0.231779,-0.006925,0.537073,0.182837,136.602051,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011133536_7b5,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
24,13:35:40,2025-10-11,g34p_light_v2,mrk,,38,70913,,0.012454,2.922179,0.012401,0.314079,1.770988,1.763133,3.990467,2.219478,19.478422,19.565205,44.085152,0.441786,7.500000,PSF-00438_20251011133540_a79,0.000000,0.000000,0.000000,0.996709,1.155853,0.137686,0.5,0.80,2.146232,1.000000,43.79,43.60,29.10,28.87,28.87,90.52,156.8,-19.4,112.4,39,3.807,13:28:17,2025-10-11,0.15,1,-0.004,-9999.000,-9999.000,-164.498,-9999.000,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,1.155853,25,-0.015941,0.957370,1.133066,-0.175696,2.458057,2.472228,1.655993,0.567099,0.231783,-0.002523,0.537194,0.142357,0.996709,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011133540_a79,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
25,13:37:40,2025-10-11,g34p_light_v2,mrk,Flag,38,70913,,0.074234,2.921804,0.072395,2.387732,1.796641,1.736930,4.674982,2.878341,19.191425,19.851177,51.654118,0.441786,7.500000,PSF-00438_20251011133740_c81,0.000000,0.000000,0.000000,1.008153,1.206636,0.164493,0.5,0.80,8.678363,1.000000,44.52,43.04,29.06,31.63,31.63,90.51,156.7,-18.0,111.5,132,3.807,13:28:17,2025-10-11,0.15,1,0.007,0.007,-9999.000,-0.021,-0.020,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,1.206636,25,-0.052649,0.970960,1.131375,-0.160415,2.457315,2.473218,1.655600,0.569515,0.232112,0.030952,0.542354,0.225950,1.008153,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011133740_c81,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
26,13:38:04,2025-10-11,g34p_light_v2,mrk,,45,42912,,0.208357,2.921000,0.194484,3.972781,1.854968,1.755632,3.647344,1.792376,19.400219,20.497910,40.304150,0.441786,7.500000,PSF-00438_20251011133804_acf,0.000000,0.000000,0.000000,223.912949,541.718994,0.586662,0.5,0.80,57.321667,1.000000,45.95,43.49,29.06,27.32,27.32,90.50,156.6,157.6,-0.6,244,3.788,13:28:17,2025-10-11,0.15,1,0.165,0.079,0.003,212.428,109.719,54.327,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,533.750305,25,-6.229677,530.488342,532.813721,-2.325378,2.457921,2.475149,1.654759,0.940276,0.232072,-0.020171,0.543405,0.327039,223.912949,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011133804_acf,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
27,13:39:37,2025-10-11,g34p_light_v2,mrk,,36,42940,,0.078757,2.922413,0.076690,2.008066,1.823454,1.773275,4.115572,2.292118,19.592470,20.146883,45.471909,0.441786,7.500000,PSF-00438_20251011133937_6cb,0.000000,0.000000,0.000000,101.254822,271.342316,0.626837,0.5,0.80,55.299549,1.000000,45.13,43.89,29.08,29.40,29.40,90.51,156.8,-15.6,109.9,221,3.804,13:28:17,2025-10-11,0.15,1,-0.000,0.002,-0.062,1.086,95.042,47.124,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,262.949097,25,-6.162241,261.779663,262.533447,-0.753784,2.458452,2.474041,1.656238,0.573683,0.231930,0.003976,0.547637,0.305701,101.254822,0.000246,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011133937_6cb,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
28,13:42:42,2025-10-11,g34p_light_v2,mrk,,51,44994,,0.051939,2.922656,0.051033,1.100105,1.763871,1.736372,3.656214,1.892344,19.187809,19.491686,40.403061,0.441786,7.500000,PSF-00438_20251011134242_b04,0.000000,0.000000,0.000000,105.380058,366.546539,0.712506,0.5,0.80,12.039085,1.000000,43.45,42.77,29.16,27.36,27.36,90.49,156.8,156.6,0.2,42,3.800,13:39:49,2025-10-11,0.10,1,-0.001,-0.021,0.003,0.009,35.065,87.346,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,364.482880,25,-5.081434,359.172821,359.282684,-0.109863,2.456935,2.471811,1.656493,0.937740,0.231181,-0.020839,0.555171,0.145301,105.380058,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011134242_b04,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
29,13:47:58,2025-10-11,g34p_light_v2,mrk,,57,66917,,0.022797,2.922139,0.022621,0.537675,1.750526,1.737079,3.834974,2.084448,19.196527,19.345129,42.380440,0.441786,7.500000,PSF-00438_20251011134758_a18,0.000000,0.000000,0.000000,94.926239,304.431305,0.688185,0.5,0.80,21.559948,1.000000,43.46,43.13,29.03,28.18,28.18,90.49,156.8,17.8,88.6,78,3.794,13:39:49,2025-10-11,0.10,1,0.007,0.001,-9999.000,0.680,0.486,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,301.185608,25,-2.311068,299.669250,301.127655,-1.458405,2.457442,2.471857,1.655951,0.633355,0.232427,-0.009723,0.566174,0.177757,94.926239,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011134758_a18,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
30,13:50:32,2025-10-11,g34p_light_v2,mrk,,43,69386,,0.026487,2.922385,0.026249,0.628967,1.729265,1.713535,3.830689,2.101425,18.938068,19.111910,42.336948,0.441786,7.500000,PSF-00438_20251011135032_954,0.000000,0.000000,0.000000,124.335411,388.410217,0.679886,0.5,0.80,23.267363,1.000000,43.06,42.66,28.98,28.16,28.16,90.48,156.8,156.4,0.3,86,3.791,13:39:49,2025-10-11,0.10,1,0.002,-0.006,-0.031,-4.770,31.586,74.136,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,387.217285,25,-0.546783,388.533356,387.628601,0.904755,2.456831,2.471319,1.656208,0.937178,0.232881,-0.009363,0.571869,0.184265,124.335411,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011135032_954,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
31,13:53:05,2025-10-11,g34p_light_v2,mrk,,62,42456,,0.133489,2.921189,0.127656,2.418753,1.828476,1.768003,3.492315,1.663839,19.541613,20.210016,38.600307,0.441786,7.500000,PSF-00438_20251011135305_e6a,0.000000,0.000000,0.000000,130.447266,479.315979,0.727847,0.5,0.80,31.896255,1.000000,45.48,43.98,28.99,26.58,26.58,90.47,156.6,157.4,-0.5,110,3.787,13:50:47,2025-10-11,0.54,0,-0.026,-0.026,0.029,121.915,67.759,34.380,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,478.808655,25,0.040097,480.241669,479.373291,0.868378,2.458589,2.474001,1.654957,0.939796,0.232724,-0.027857,0.577696,0.205855,130.447266,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011135305_e6a,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
32,13:55:25,2025-10-11,g34p_light_v2,mrk,,61,70565,,0.285698,2.921531,0.260248,4.708182,1.832735,1.715060,3.421974,1.589239,18.956434,20.257092,37.822842,0.441786,7.500000,PSF-00438_20251011135525_e0c,0.000000,0.000000,0.000000,137.114532,526.792786,0.739718,0.5,0.80,18.655369,1.000000,45.49,42.57,29.03,26.24,26.24,90.47,156.7,157.6,-0.6,63,3.748,13:50:47,2025-10-11,0.54,0,0.082,0.141,0.098,1.257,123.557,67.842,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,525.424011,25,-0.940466,527.417053,525.448425,1.968628,2.456695,2.474010,1.655314,0.940298,0.232397,-0.032229,0.582559,0.164018,137.114532,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011135525_e0c,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
33,13:58:17,2025-10-11,g34p_light_v2,mrk,,59,85580,,0.032101,2.922405,0.031752,0.823823,1.721749,1.701148,3.994868,2.273119,18.803394,19.031105,44.156704,0.441786,7.500000,PSF-00438_20251011135817_407,0.000000,0.000000,0.000000,111.809135,413.861725,0.729839,0.5,0.80,17.372362,1.000000,42.78,42.27,29.01,28.88,28.88,90.47,156.8,157.0,-0.1,60,3.781,13:50:47,2025-10-11,0.54,0,-0.001,0.001,-0.012,1.453,75.689,73.589,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,412.983643,25,-0.674365,412.699341,412.897736,-0.198395,2.456293,2.470342,1.656229,0.938782,0.232561,-0.001296,0.588292,0.160832,111.809135,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011135817_407,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
1,14:04:48,2025-10-11,g34p_light_v2,mrk,,210,67842,,0.018895,2.922588,0.018773,0.443118,1.681391,1.670309,3.752246,2.070855,18.466398,18.588917,41.483627,0.441786,7.500000,PSF-00438_20251011140448_27a,0.000000,0.000000,0.000000,67.883492,164.198807,0.586577,0.5,0.80,53.006245,1.000000,42.08,41.80,28.89,27.81,27.81,90.45,156.8,-17.2,111.0,226,3.785,14:04:26,2025-10-11,0.14,1,-0.015,-0.015,-9999.000,44.453,42.785,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,162.947052,25,-0.774609,163.315765,163.091507,0.224258,2.455683,2.469948,1.656421,0.570863,0.233689,-0.012469,0.172767,0.310525,67.883492,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011140448_27a,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
2,14:08:09,2025-10-11,g34p_light_v2,mrk,,222,70052,,0.022043,2.921897,0.021878,0.517417,1.698796,1.685852,3.773257,2.074461,18.638237,18.781349,41.715923,0.441786,7.500000,PSF-00438_20251011140809_03d,0.000000,0.000000,0.000000,150.858521,378.011780,0.600916,0.5,0.80,56.086784,1.000000,42.90,42.58,28.73,27.90,27.90,90.45,156.7,157.4,-0.4,233,3.776,14:04:26,2025-10-11,0.14,1,-0.000,0.012,-0.005,121.361,60.847,30.572,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,368.776917,25,-6.419229,367.739807,368.835541,-1.095734,2.456763,2.471106,1.655697,0.939764,0.235150,-0.009496,0.202977,0.317205,150.858521,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011140809_03d,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
1,14:20:05,2025-10-11,g34p_light_v2,mrk,,207,70157,,0.111161,2.922236,0.107087,2.844948,1.774907,1.703835,4.099104,2.324197,18.842993,19.628988,45.332668,0.441786,7.500000,PSF-00438_20251011142005_524,0.000000,0.000000,0.000000,303.793427,466.316071,0.348525,0.5,0.80,144.931564,1.000000,46.30,44.45,28.17,29.33,29.33,90.42,156.8,157.5,-0.5,1040,3.771,14:19:39,2025-10-11,0.12,1,-0.043,-0.033,0.010,258.638,129.946,64.349,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,442.057739,25,-20.303864,429.074768,437.291870,-8.217102,2.459403,2.475861,1.656052,0.940088,0.240412,0.013881,0.133434,1.042499,303.793427,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011142005_524,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
2,14:22:55,2025-10-11,g34p_light_v2,mrk,,209,70418,,0.045326,2.920791,0.044633,1.016798,1.752354,1.726916,3.749692,1.997338,19.097614,19.378927,41.467083,0.441786,7.500000,PSF-00438_20251011142255_236,0.000000,0.000000,0.000000,130.964401,315.554718,0.584971,0.5,0.80,54.448883,1.000000,45.19,44.54,28.37,27.79,27.79,90.43,156.6,156.5,0.0,233,3.734,14:19:39,2025-10-11,0.12,1,-0.050,-0.076,-0.001,8.357,124.128,61.494,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,303.023468,25,-8.812314,301.282166,302.957581,-1.675415,2.459473,2.474315,1.654540,0.937632,0.238529,-0.006504,0.159874,0.316630,130.964401,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011142255_236,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
3,14:25:58,2025-10-11,g34p_light_v2,mrk,,194,47234,,0.104080,2.921612,0.100500,2.197866,1.799453,1.744526,3.716915,1.917462,19.290117,19.897472,41.099831,0.441786,7.500000,PSF-00438_20251011142558_4c9,0.000000,0.000000,0.000000,101.148247,266.162415,0.619975,0.5,0.80,61.741383,1.000000,45.89,44.49,28.56,27.64,27.64,90.44,156.7,-13.4,108.6,249,3.766,14:19:39,2025-10-11,0.12,1,-0.047,-9999.000,-9999.000,1.456,-9999.000,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,260.029083,25,-4.272195,261.522522,260.055359,1.467163,2.459366,2.475210,1.655399,0.577437,0.236712,-0.010525,0.184064,0.331264,100.704430,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011142558_4c9,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
4,14:28:40,2025-10-11,g34p_light_v2,mrk,,211,19508,,0.035922,2.923142,0.035486,0.881108,1.695417,1.673400,3.871564,2.176147,18.505589,18.749062,42.814362,0.441786,7.500000,PSF-00438_20251011142840_105,0.000000,0.000000,0.000000,93.709229,197.924210,0.526540,0.5,0.80,47.355862,1.000000,43.02,42.46,28.65,28.34,28.34,90.43,156.9,156.8,0.1,225,3.763,14:19:39,2025-10-11,0.12,1,0.000,0.006,-0.004,0.428,0.641,63.066,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,192.544342,25,-3.976933,191.493637,192.239212,-0.745575,2.456625,2.471311,1.657003,0.938260,0.235905,-0.003379,0.203728,0.309564,93.709229,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011142840_105,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
5,14:31:36,2025-10-11,g34p_light_v2,mrk,,202,68690,,0.035535,2.920381,0.035108,1.044097,1.705512,1.679370,4.305342,2.599829,18.572117,18.861227,47.612690,0.441786,7.500000,PSF-00438_20251011143136_8f3,0.000000,0.000000,0.000000,84.481361,230.349121,0.633246,0.5,0.80,73.360001,1.000000,43.26,42.60,28.66,30.18,30.18,90.42,156.5,-14.5,109.2,290,3.758,14:19:39,2025-10-11,0.12,1,-0.006,-0.013,-9999.000,7.664,3.183,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,220.646027,25,-6.548634,220.630997,220.987900,-0.356903,2.456806,2.471636,1.654112,0.575620,0.235846,0.018326,0.224035,0.367833,83.756805,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011143136_8f3,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
6,14:34:38,2025-10-11,g34p_light_v2,mrk,,224,68690,,0.096433,2.921642,0.093352,1.430656,1.673847,1.638052,3.023491,1.349644,18.117092,18.512987,33.440243,0.441786,7.500000,PSF-00438_20251011143438_ca5,0.000000,0.000000,0.000000,135.193710,460.365753,0.706334,0.5,0.80,57.124012,1.000000,42.53,41.62,28.63,24.16,24.16,90.41,156.7,157.2,-0.3,202,3.755,14:31:48,2025-10-11,0.14,1,0.009,0.046,0.066,-0.447,135.734,68.001,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,442.965027,25,-11.916217,443.739655,443.331635,0.408020,2.455493,2.470623,1.655430,0.939213,0.236121,-0.051045,0.243924,0.289180,135.315292,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011143438_ca5,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
7,14:43:06,2025-10-11,g34p_light_v2,mrk,,212,63180,,0.117672,2.922468,0.113118,2.481919,1.738266,1.676267,3.662439,1.924173,18.543238,19.229090,40.514717,0.441786,7.500000,PSF-00438_20251011144306_389,0.000000,0.000000,0.000000,171.758301,328.118530,0.476536,0.5,0.80,76.749237,1.000000,45.10,43.49,28.27,27.39,27.39,90.40,156.8,2.0,98.7,403,3.744,14:31:48,2025-10-11,0.14,1,-0.015,-0.018,-9999.000,2.061,7.431,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,319.393524,25,-6.010964,318.576691,319.525909,-0.949219,2.458097,2.474192,1.656295,0.604482,0.239519,-0.009956,0.294387,0.469505,171.758301,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011144306_389,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
8,14:45:33,2025-10-11,g34p_light_v2,mrk,,216,61997,,0.024297,2.921804,0.024097,0.506528,1.681008,1.668338,3.526655,1.845647,18.453999,18.594137,39.009399,0.441786,7.500000,PSF-00438_20251011144533_0b7,0.000000,0.000000,0.000000,145.573853,290.039948,0.498090,0.5,0.80,144.447723,1.000000,43.41,43.09,28.35,26.75,26.75,90.41,156.7,157.6,-0.6,725,3.740,14:43:18,2025-10-11,0.15,1,-0.028,-0.059,0.006,4.274,141.226,71.587,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,281.985626,25,-5.520682,285.233612,282.148193,3.085419,2.457533,2.471879,1.655600,0.940435,0.238762,-0.018334,0.308073,0.759495,145.573853,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251011144533_0b7,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:38.073Z
